ACC_X,ACC_Y,ACC_Z,GYR_X,GYR_Y,GYR_Z,MAG_X,MAG_Y,MAG_Z
-965,246,-373,590,-312,-98,-1,0,-1
-961,249,-404,427,-227,-52,-1,0,-1
-970,254,-382,217,-124,-37,-1,0,-1
-968,261,-396,51,56,-55,-1,0,-1
-995,281,-340,-126,56,0,-1,0,-1
-971,256,-364,-191,206,0,-1,0,-1
-989,262,-324,-372,231,46,-1,0,-1
-922,243,-374,-469,317,41,-1,1,-1
-919,305,-225,-693,334,-32,0,1,-1
-909,252,-276,-694,366,-67,0,1,-1
